id,rating,reput,worth,wage,ht_cm,preferred_foot,work_rate,pace,shooting,finishing,dribbling
254544,71,1,1324,34.192,73 in,Right,Medium,77,68,68,77
201119,80,2,2118,10.272,70 in,Left,High,82,64,60,83
167933,74,2,1058,18.426,178,Right,Medium,34,46,43,56
254522,56,1,1022,11.359,71 in,Right,Medium,54,24,19,24
239322,71,1,1114,21.144,194,Right,Medium,47,33,25,36
251085,62,1,1030,10.272,175,Right,High,72,57,62,63
242648,65,1,1069,10.815,178,Right,High,68,55,54,65
215112,67,1,1100,12.99,184,Left,Medium,71,66,68,64
260357,63,1,1051,10.815,178,Right,High,54,67,69,64
183973,69,1,1064,11.903,179,Right,Medium,52,43,39,47
212230,72,2,1187,15.708,175,Left,High,74,65,58,78
236165,68,1,1093,12.99,168,Right,High,87,56,58,75
244946,65,1,1064,10,177,Right,Medium,67,35,31,60
227222,76,1,1648,37.454,70 in,Right,High,74,48,40,66
185174,75,2,1280,18.426,72 in,Right,High,61,64,56,76
240323,62,1,1064,11.359,72 in,Right,High,72,59,57,63
260086,65,1,1114,12.99,182,Right,High,65,69,73,64
217232,59,1,1010,10,176,Right,Medium,66,44,39,49
202131,66,1,1066,10.815,177,Right,Low,74,55,49,62
242958,70,1,1215,16.795,188,Right,Medium,73,33,25,39
212764,68,1,1086,10.027,65 in,Right,High,87,67,68,76
232680,61,1,1022,11.903,173,Right,High,75,58,55,66
236998,71,1,1194,23.319,72 in,Left,High,70,62,53,73
237600,67,1,1107,12.446,176,Left,Medium,73,62,58,72
235095,66,1,1114,10.272,178,Right,Low,60,48,43,60
240563,65,1,1114,10.815,175,Right,High,82,57,60,70
220872,65,1,1078,10.815,173,Right,High,67,56,58,67
231910,69,1,1129,11.903,186,Right,High,78,67,68,68
238958,66,1,1136,11.359,74 in,Right,Medium,68,53,42,67
264044,64,1,1093,12.446,190,Left,Medium,67,34,26,29
237160,64,1,1060,10.815,188,Right,Medium,80,34,29,51
214099,62,1,1035,10.815,176,Right,High,75,54,55,64
262484,63,1,1030,10.815,70 in,Right,Medium,61,34,34,55
250884,61,1,1051,10,72 in,Right,Medium,61,61,64,58
263230,71,1,1302,17.883,185,Right,Medium,76,70,74,66
187225,66,1,1042,11.359,68 in,Right,Medium,66,32,22,58
216736,66,1,1060,11.903,73 in,Right,Medium,73,60,52,67
195087,71,1,1086,13.534,193,Right,Medium,39,54,48,62
258825,58,1,1030,10.272,182,Right,Medium,48,33,27,59
263688,51,1,1010,10.027,180,Right,Medium,65,43,44,57
211173,68,1,1100,18.426,72 in,Right,High,65,67,73,61
217168,72,1,1179,15.165,69 in,Right,Medium,73,49,42,57
220295,75,2,1345,34.192,177,Right,High,88,74,75,72
256954,58,1,1033,10.815,180,Right,Medium,64,42,38,62
235634,75,1,1504,21.144,176,Left,Medium,79,48,43,75
233047,65,1,1107,12.446,180,Right,Medium,70,37,35,54
212678,76,2,1576,22.232,181,Left,High,67,60,55,73
247946,62,1,1031,10.815,185,Right,Medium,54,27,23,23
263205,67,1,1165,16.252,73 in,Right,High,77,64,66,68
244028,65,1,1107,10.245,193,Right,Medium,70,37,31,49
253922,63,1,1010,10,184,Right,High,57,61,64,59
243441,58,1,1017,10.245,69 in,Right,Medium,63,44,46,60
190593,72,1,1165,23.319,182,Left,High,71,74,71,75
209781,75,2,1187,21.688,71 in,Left,High,67,72,69,73
212096,79,2,2262,28.755,180,Right,Medium,70,74,69,82
225873,60,1,1024,10,191,Right,High,62,38,35,54
186519,74,1,1208,22.232,73 in,Right,Medium,58,54,46,57
227278,66,1,1086,10.815,187,Right,Medium,58,47,42,53
242850,62,1,1066,11.359,70 in,Right,Medium,66,31,28,62
261570,57,1,1024,10,68 in,Left,High,68,50,45,59
239025,73,1,1504,17.883,187,Right,High,82,74,75,74
238346,67,1,1100,11.903,70 in,Left,High,85,43,36,65
216322,63,1,1040,11.359,178,Right,High,81,61,62,61
221491,79,2,2623,23.863,189,Right,Medium,74,39,30,67
248862,67,1,1136,10,179,Left,Medium,77,37,39,56
241981,73,1,1230,15.165,70 in,Right,High,86,62,62,72
199351,67,1,1030,10.815,72 in,Right,High,66,68,66,69
244523,70,1,1244,12.99,182,Left,Medium,67,47,31,65
235320,67,1,1071,11.903,196,Right,Medium,68,67,68,60
248729,68,1,1208,14.621,178,Left,High,86,59,63,73
206411,73,1,1179,10.19,186,Right,High,67,72,72,69
230325,67,1,1069,12.446,185,Right,Medium,59,21,18,41
205089,69,1,1107,11.359,181,Right,Medium,64,63,60,74
259747,63,1,1086,11.903,180,Right,High,78,63,65,57
201081,67,1,1067,11.359,74 in,Right,Medium,66,33,25,42
259357,52,1,1013,10.272,66 in,Left,Medium,66,31,28,45
255049,57,1,1028,10.272,66 in,Right,Medium,85,46,41,68
245785,70,1,1136,13.534,184,Right,Medium,48,36,32,46
237140,60,1,1021,10.217,72 in,Right,Medium,70,55,51,63
226370,73,1,1432,15.708,175,Right,High,71,69,67,74
238642,64,1,1048,10.272,186,Right,High,68,61,60,65
257151,64,1,1093,11.359,173,Right,Medium,77,62,66,62
264059,59,1,1037,10.272,73 in,Right,Medium,62,50,47,65
208577,64,1,1039,10.272,72 in,Right,High,67,63,64,64
173518,66,1,1028,11.359,180,Right,Medium,55,43,37,54
205388,64,1,1028,10.815,70 in,Right,Medium,68,50,46,65
247806,63,1,1078,10.815,188,Right,Medium,51,52,52,60
239340,70,1,1165,14.621,195,Left,Medium,36,27,21,47
228080,70,1,1172,21.688,170,Right,High,71,60,58,70
231353,67,1,1107,14.077,191,Right,Medium,76,64,61,72
259962,70,1,1172,14.077,175,Left,High,66,71,76,67
248752,54,1,1016,10.815,67 in,Right,Medium,78,49,51,50
235662,68,1,1179,11.903,74 in,Right,Medium,79,36,32,58
262595,73,1,1230,26.037,68 in,Right,Medium,80,64,62,80
233849,72,1,1201,15.708,178,Right,Medium,81,36,28,66
261696,64,1,1062,10,180,Left,Medium,67,54,58,67
257081,59,1,1039,10.815,76 in,Right,Medium,53,33,28,40
246194,57,1,1026,10.272,178,Left,Medium,70,25,23,54
241650,61,1,1051,10.163,174,Right,Medium,92,61,65,63
259908,62,1,1039,10,173,Right,Medium,63,28,28,55
242628,66,1,1136,10.272,170,Left,Medium,82,45,45,70
208505,65,1,1042,10.815,180,Right,High,73,63,62,58
239175,62,1,1057,10.815,175,Right,Medium,69,50,52,65
256532,57,1,1031,10.272,178,Right,High,69,51,55,67
237407,67,1,1165,11.903,182,Right,Medium,59,58,56,66
219453,63,1,1037,10.245,68 in,Right,Medium,62,45,38,57
236573,64,1,1051,10.815,73 in,Right,Medium,46,30,22,31
244685,63,1,1051,11.359,190,Right,Medium,70,62,63,62
230607,65,1,1055,10.272,70 in,Right,High,73,59,62,66
231814,64,1,1035,10.082,180,Right,Medium,76,65,70,65
223537,65,1,1051,13.534,194,Right,Medium,34,67,69,61
240226,67,1,1107,12.446,67 in,Left,High,72,68,67,70
240359,74,1,1432,24.95,74 in,Left,Medium,66,56,54,62
215202,75,1,1432,18.426,67 in,Right,High,84,73,75,80
224602,61,1,1021,11.903,69 in,Right,Medium,72,37,28,54
220509,71,1,1165,24.406,176,Right,Medium,73,26,24,63
243223,62,1,1064,11.903,76 in,Right,Medium,63,49,48,64
186132,72,1,1136,41.259,178,Right,Medium,53,66,60,71
219392,61,1,1030,10.217,72 in,Right,Medium,66,54,52,57
240055,63,1,1071,11.359,69 in,Right,High,83,46,42,67
214988,76,1,1576,20.057,68 in,Right,High,79,67,63,75
213893,62,1,1030,10.815,75 in,Right,Medium,65,25,19,41
200440,68,1,1086,12.99,180,Left,Medium,74,66,66,73
242769,66,1,1129,12.446,178,Left,High,71,33,34,60
245039,62,1,1064,11.359,69 in,Right,High,75,54,54,63
139068,81,4,1865,17.339,177,Right,High,70,77,73,86
245396,71,1,1302,10.027,182,Right,Medium,87,70,73,72
188930,68,1,1019,11.359,67 in,Right,High,69,46,44,65
237994,68,1,1136,12.446,61 in,Right,High,82,61,60,74
231923,60,1,1026,10.815,69 in,Right,Medium,65,55,47,65
202864,68,1,1078,12.99,73 in,Left,High,79,62,59,62
212791,67,1,1071,12.446,69 in,Right,High,87,62,64,65
215755,66,1,1060,11.903,183,Right,Medium,75,67,72,65
248290,54,1,1014,10,179,Right,Medium,67,45,48,51
231554,77,1,2118,44.521,183,Right,High,82,50,53,73
220786,66,1,1078,10.815,73 in,Right,High,87,60,60,68
217167,69,1,1129,20.601,170,Right,Medium,76,63,65,70
252864,68,1,1136,11.903,170,Left,High,75,57,58,74
259742,50,1,1004,10,169,Right,Medium,73,37,39,49
218880,68,1,1107,14.077,72 in,Right,Low,35,32,22,60
224049,69,1,1114,12.446,178,Right,High,74,40,35,62
223926,73,1,1331,16.252,175,Right,High,75,70,68,77
232860,67,1,1069,11.903,70 in,Right,High,71,64,63,63
199274,72,1,1143,17.339,182,Left,High,68,74,79,70
188421,70,1,1086,13.534,68 in,Right,High,75,58,50,58
227764,64,1,1086,12.446,177,Left,Medium,83,60,59,70
235834,72,1,1252,16.252,72 in,Right,Medium,74,53,50,72
212939,69,1,1086,14.621,72 in,Right,Medium,46,58,58,60
261358,58,1,1037,10.272,180,Right,Medium,79,58,62,64
186307,72,1,1136,14.621,70 in,Right,Medium,61,74,68,73
251504,68,1,1158,12.446,74 in,Right,Medium,58,45,39,52
225600,63,1,1035,11.903,177,Left,High,73,47,39,61
212816,61,1,1019,10.272,67 in,Right,Medium,59,28,24,62
198077,74,2,1295,22.775,179,Right,Medium,70,72,71,75
236459,62,1,1026,10.815,68 in,Right,High,76,34,33,53
257997,55,1,1019,10.082,178,Right,High,65,25,26,53
205401,72,1,1172,14.621,174,Right,Medium,72,71,69,78
263335,55,1,1021,10,185,Right,Medium,58,29,24,31
209430,75,2,1432,21.144,181,Right,High,74,75,75,72
223358,69,1,1114,10.815,71 in,Right,Low,64,36,37,48
192087,74,1,1259,27.668,178,Left,High,79,54,55,67
254068,68,1,1136,10,166,Right,High,77,64,65,66
242999,67,1,1179,27.668,177,Left,Medium,63,65,64,71
199110,82,2,3164,47.783,179,Right,High,89,83,84,88
243521,68,1,1187,12.446,176,Left,Medium,78,47,48,68
212153,77,2,1721,49.413,74 in,Right,Medium,53,63,54,75
223458,71,1,1136,27.124,179,Right,Medium,81,66,65,79
257554,56,1,1024,10.136,72 in,Right,Medium,82,58,56,60
203428,61,1,1022,11.359,71 in,Right,Medium,72,52,51,58
234522,64,1,1100,10.272,72 in,Right,High,82,58,58,64
224075,73,1,1150,10.272,70 in,Right,Medium,76,70,65,73
230055,66,1,1114,11.903,176,Left,Medium,76,48,37,66
251349,61,1,1055,10.272,185,Left,Medium,74,61,63,56
204387,72,1,1158,15.165,183,Right,Medium,63,65,67,74
262240,63,1,1086,11.359,68 in,Right,Medium,75,59,57,68
263349,63,1,1051,10.815,68 in,Right,Medium,69,55,52,66
155887,72,2,1086,12.99,74 in,Right,Medium,47,60,54,70
228243,67,1,1107,11.903,186,Right,Medium,74,44,45,52
205478,72,1,1172,10.19,75 in,Right,High,68,72,75,68
229169,63,1,1046,11.359,184,Right,Medium,68,43,41,60
234472,68,1,1179,17.339,193,Left,Low,56,34,43,55
236270,65,1,1049,10,70 in,Right,Medium,66,57,54,65
264249,61,1,1051,10.815,69 in,Right,Medium,74,60,59,60
220665,71,1,1165,16.795,192,Right,Medium,55,35,33,47
262160,63,1,1035,11.359,71 in,Right,Medium,66,23,20,55
226191,58,1,1004,10.272,68 in,Left,High,32,57,56,61
244213,69,1,1100,15.165,175,Right,Medium,75,68,71,71
194785,66,1,1051,11.903,188,Right,Medium,44,34,34,57
231828,69,1,1093,13.534,78 in,Right,Medium,41,25,19,48
200840,71,1,1136,21.144,72 in,Right,Medium,71,36,38,58
216816,75,2,1540,26.037,71 in,Right,High,76,74,75,74
260633,55,1,1019,10.272,69 in,Right,Medium,67,54,57,60
162899,60,1,1002,10.815,180,Left,Low,49,39,35,47
240530,64,1,1057,11.359,188,Right,Medium,77,57,56,65
225182,73,1,1259,10.815,171,Left,High,73,65,69,76
244010,61,1,1051,10.815,173,Right,Medium,63,57,55,62
235981,72,1,1194,12.446,170,Right,High,74,55,51,71
262959,62,1,1033,10.027,184,Right,Medium,66,63,64,57
254029,65,1,1055,10,178,Right,Medium,55,32,27,40
224095,65,1,1066,11.359,182,Right,Medium,66,58,55,65
242753,67,1,1158,14.077,175,Left,Medium,65,48,44,72
198632,69,1,1100,13.534,67 in,Left,Medium,86,60,59,72
243431,65,1,1107,12.446,75 in,Right,Medium,45,29,26,32
200855,73,1,1201,21.688,175,Right,High,77,47,50,70
212817,65,1,1049,11.359,73 in,Right,High,64,62,62,57
228151,72,1,1201,17.339,175,Right,Medium,69,55,50,68
223810,64,1,1058,11.903,71 in,Right,Medium,67,56,57,61
255578,70,1,1143,13.534,74 in,Right,Medium,70,70,72,71
209547,73,1,1150,20.601,74 in,Right,Low,33,34,22,51
241482,51,1,1005,11.359,183,Right,Medium,72,42,41,52
225539,73,1,1338,24.406,187,Right,High,72,71,73,74
263464,55,1,1021,10.815,71 in,Right,Medium,66,44,43,64
244081,62,1,1037,10,187,Right,Low,60,50,53,48
247361,70,1,1252,15.708,176,Right,High,80,62,64,72
254475,54,1,1019,10,176,Left,Low,73,26,21,47
233383,62,1,1066,10.272,183,Right,Medium,69,22,16,38
234817,68,1,1179,12.446,74 in,Right,Medium,56,37,38,56
219216,68,1,1100,11.903,69 in,Right,High,86,67,67,67
260369,62,1,1064,10.054,71 in,Right,Medium,69,46,41,64
241994,67,1,1086,11.903,171,Right,Medium,81,66,66,64
264008,64,1,1057,14.077,184,Right,High,68,34,31,61
262851,55,1,1021,10.217,69 in,Right,Medium,77,52,53,56
233056,64,1,1051,10.217,72 in,Right,Low,58,36,33,48
228519,64,1,1066,10.815,182,Right,High,86,56,56,65
264286,56,1,1021,10.815,181,Left,Medium,54,39,34,58
232426,66,1,1071,10.815,171,Right,Medium,73,63,63,66
252612,52,1,1011,10.272,69 in,Right,Medium,60,31,30,46
260943,59,1,1039,10.272,70 in,Right,Medium,80,58,61,59
192596,66,1,1028,10,190,Right,Medium,45,42,39,40
172619,65,1,1021,10,183,Left,Medium,52,69,75,61
189680,72,2,1143,18.97,68 in,Right,Medium,75,54,43,71
229922,62,1,1042,12.446,69 in,Right,High,76,46,40,63
237469,68,1,1122,11.359,178,Left,High,83,37,28,65
230187,67,1,1078,11.903,70 in,Right,Medium,64,55,51,45
218066,74,1,1309,33.104,183,Right,Medium,80,71,69,71
256388,51,1,1009,10.136,70 in,Left,Medium,60,28,21,52
196147,77,1,1324,17.883,76 in,Left,Medium,74,77,77,78
199946,67,1,1060,10,173,Right,Medium,81,63,62,69
242737,72,1,1165,12.446,69 in,Left,High,63,64,63,72
222240,69,1,1071,14.621,185,Right,High,70,58,50,67
262695,59,1,1035,10.272,185,Right,Medium,57,59,62,53
225126,77,2,1829,23.863,185,Right,Medium,58,69,69,73
203637,66,1,1060,10,69 in,Right,High,75,57,65,70
223663,63,1,1044,10.815,183,Right,Medium,80,57,55,60
243627,75,1,1612,23.319,73 in,Right,Medium,62,70,66,76
244797,71,1,1273,10.082,190,Right,Medium,72,72,74,72
167512,65,1,1031,11.359,69 in,Right,High,88,63,63,65
256787,55,1,1019,10.19,174,Right,Medium,56,42,36,49
251881,58,1,1033,10.272,178,Right,Medium,68,21,15,31
225474,74,1,1273,10.272,69 in,Left,Medium,80,65,63,80
230092,69,1,1122,12.446,184,Right,Low,74,59,45,52
230212,78,1,2045,20.601,182,Left,Medium,68,48,51,44
214319,66,1,1021,10.109,73 in,Right,Low,43,37,32,44
236075,73,1,1223,20.057,74 in,Left,Medium,72,64,57,74
158625,76,3,1093,20.601,74 in,Left,Low,32,51,47,58
230308,66,1,1051,10.109,73 in,Left,Medium,67,42,38,55
242335,71,1,1165,10.163,69 in,Left,High,85,53,60,68
254203,64,1,1062,10,182,Left,Low,73,41,37,48
241509,74,1,1504,17.339,171,Left,High,84,65,62,77
236993,69,1,1114,11.903,69 in,Right,High,82,62,58,69
221433,70,1,1158,14.077,69 in,Right,Medium,60,57,42,68
220087,71,1,1114,15.165,177,Right,Medium,87,55,51,69
213445,69,1,1122,20.601,166,Left,Medium,68,69,68,70
177525,70,2,1046,13.534,74 in,Right,Medium,71,65,62,71
262104,57,1,1022,10,196,Right,Low,53,33,34,38
255440,59,1,1037,10.245,70 in,Right,High,70,61,62,48
221826,58,1,1011,11.359,72 in,Right,Medium,66,52,38,53
203043,65,1,1049,10.815,181,Right,Medium,89,59,60,63
242399,62,1,1057,13.534,70 in,Right,Medium,72,54,48,64
224973,65,1,1067,10.815,183,Right,Medium,66,62,60,74
188916,69,1,1078,11.903,190,Right,Medium,74,44,38,54
223899,65,1,1051,10.815,72 in,Right,High,72,62,64,65
260392,62,1,1035,10.272,186,Left,Medium,60,44,36,56
211227,63,1,1028,10.245,180,Right,Medium,57,48,48,58
183898,87,4,4571,96.71,71 in,Left,High,83,81,79,88
199750,65,1,1049,11.903,172,Right,High,79,57,55,66
242118,76,1,1865,29.843,174,Left,High,83,73,70,80
258604,57,1,1028,10.163,184,Right,Medium,67,47,44,62
213134,72,1,1201,20.601,184,Right,Medium,81,68,65,76
201895,69,1,1129,11.903,68 in,Right,High,73,65,62,75
218646,57,1,1016,10.815,178,Right,Medium,69,51,48,57
252011,56,1,1022,10.027,187,Right,Medium,67,47,48,62
243540,58,1,1030,10.815,186,Right,Medium,43,33,32,49
214923,65,1,1057,14.621,176,Left,High,76,58,52,67
244870,63,1,1071,10.815,178,Right,High,81,49,50,59
259671,62,1,1069,14.077,68 in,Right,Medium,72,60,61,65
254583,65,1,1093,10.815,71 in,Right,Medium,66,31,27,52
182493,80,3,1396,24.406,74 in,Right,Medium,57,48,42,53
241894,64,1,1078,10.815,191,Left,Low,51,31,23,50
207471,75,2,1316,25.494,74 in,Left,Medium,49,78,79,81
264390,49,1,1008,10.082,178,Right,Medium,66,43,43,56
243596,57,1,1024,10,70 in,Right,Medium,62,51,52,58
203500,63,1,1039,12.446,68 in,Right,High,79,62,62,62
263446,55,1,1019,10.027,180,Right,Medium,62,35,32,48
204987,68,1,1086,12.446,178,Right,High,72,61,63,68
242744,65,1,1122,11.359,71 in,Right,Medium,71,55,53,64
218353,69,1,1086,14.077,184,Right,Medium,60,45,44,51
223297,73,1,1201,15.708,70 in,Right,Medium,69,59,46,69
222148,75,2,1540,23.863,71 in,Right,Medium,65,73,74,80
251410,72,1,1172,12.99,181,Right,Medium,76,55,45,68
219871,68,1,1086,11.359,173,Left,Medium,73,62,62,68
248379,54,1,1016,10,176,Left,High,69,45,46,54
255766,67,1,1093,15.708,72 in,Right,High,72,65,67,62
230762,59,1,1021,10.815,172,Right,High,84,33,31,45
221841,76,1,1865,34.735,172,Right,High,90,77,79,74
184255,67,1,1060,10.815,187,Right,Medium,54,66,65,66
236822,73,1,1468,21.144,181,Left,High,87,64,59,75
234382,65,1,1066,10.272,180,Left,High,74,41,29,59
233121,65,1,1071,10.815,177,Right,High,85,60,59,68
221620,66,1,1062,10.815,183,Right,Medium,76,54,53,63
259160,51,1,1009,10.217,71 in,Right,High,73,48,50,50
264602,51,1,1010,10,72 in,Right,Medium,59,42,37,48
262765,63,1,1028,10,76 in,Right,Medium,53,29,25,43
253438,63,1,1069,10.272,67 in,Left,High,76,59,59,63
224396,76,1,1504,14.621,187,Right,Low,60,33,28,57
227528,77,1,1757,20.601,178,Right,High,90,77,80,75
245132,73,1,1468,10.082,187,Right,High,63,38,38,46
226035,74,2,1331,14.077,183,Right,High,89,70,69,73
225555,72,1,1150,16.795,176,Right,High,78,59,52,71
198198,70,2,1093,13.534,184,Right,Low,62,48,34,50
242343,66,1,1129,11.903,185,Right,Medium,52,31,29,45
231951,66,1,1100,11.903,173,Left,High,89,59,59,64
227953,64,1,1055,10.815,168,Right,High,83,54,56,63
264236,63,1,1086,10.815,68 in,Right,High,73,63,64,61
237924,64,1,1057,10.272,184,Right,Medium,61,41,36,48
232440,77,1,2009,29.843,70 in,Left,High,72,54,50,74
226266,66,1,1093,10.272,170,Right,High,78,61,56,73
172962,78,2,1973,40.172,177,Right,Medium,76,69,67,82
200519,75,1,1331,16.252,73 in,Right,High,47,41,37,39
189160,67,1,1033,11.903,183,Right,Medium,75,65,63,70
202695,81,1,2767,34.735,188,Right,Low,57,45,40,63
247112,67,1,1107,11.903,180,Right,Medium,66,47,40,64
224608,65,1,1035,12.99,72 in,Right,Low,56,50,51,56
263943,64,1,1100,11.359,175,Right,Medium,71,56,58,63
227612,63,1,1033,10.815,179,Left,Medium,58,60,57,63
176285,72,2,1107,30.386,75 in,Right,Low,40,51,46,34
248276,53,1,1007,10,170,Left,Medium,70,36,34,38
215162,72,1,1053,15.165,76 in,Right,Medium,40,59,53,48
236657,67,1,1165,12.446,72 in,Right,Medium,70,65,60,57
233276,66,1,1122,12.446,72 in,Left,Medium,73,59,60,65
263187,52,1,1013,10.19,72 in,Right,Medium,73,52,59,45
192156,72,1,1122,13.534,70 in,Left,Medium,73,57,49,67
189946,74,1,1223,20.057,69 in,Right,Medium,45,47,41,72
212910,66,1,1060,11.359,193,Right,Medium,70,67,66,62
171378,71,2,1040,12.446,178,Right,High,70,63,59,66
202208,69,1,1100,12.446,176,Right,High,79,69,67,71
256070,55,1,1019,10.272,178,Right,Medium,66,35,38,51
264195,64,1,1093,10.815,180,Right,Medium,59,71,74,64
252796,61,1,1057,11.903,72 in,Left,Medium,71,61,65,64
208009,64,1,1044,12.99,183,Right,Medium,70,62,62,68
264115,58,1,1033,10,67 in,Left,High,65,35,34,61
248197,55,1,1019,10,181,Left,High,73,39,39,49
215103,75,1,1165,15.708,169,Right,High,86,70,71,77
260703,53,1,1016,11.359,177,Right,Medium,63,54,56,51
229294,69,1,1078,11.903,193,Left,Low,57,30,26,45
261112,59,1,1033,10.815,185,Right,Medium,66,48,45,49
241131,66,1,1053,10,68 in,Right,Medium,62,49,48,50
233483,72,1,1172,19.514,72 in,Right,High,76,71,75,76
219661,65,1,1058,11.903,72 in,Left,Medium,68,45,39,61
253440,59,1,1042,11.903,171,Left,High,83,54,56,61
225998,65,1,1067,10.815,175,Right,High,70,63,61,66
189303,73,1,1215,10.272,185,Right,Medium,70,73,71,72
224540,76,1,1757,18.97,175,Right,Medium,91,74,77,76
227928,80,2,2587,53.763,177,Right,Medium,82,57,50,81
211556,66,1,1049,11.359,73 in,Right,Medium,40,45,40,42
247323,57,1,1021,10.272,185,Right,Low,49,26,23,23
251235,60,1,1039,11.359,184,Right,Medium,69,58,60,56
257753,61,1,1003,10.272,176,Right,High,43,53,48,54
241464,82,2,5077,28.755,75 in,Left,Medium,71,38,28,64
224444,75,1,1432,18.97,177,Right,Medium,60,49,41,73
239805,63,1,1039,10.815,75 in,Right,Low,43,24,18,27
202651,82,2,3344,32.561,176,Left,High,76,76,72,87
227789,67,1,1078,10.815,180,Right,High,78,58,57,67
189207,69,2,1078,13.534,180,Left,Medium,58,67,64,73
257470,65,1,1122,16.252,71 in,Right,High,81,60,60,68
225955,66,1,1093,11.903,77 in,Right,Medium,51,66,67,65
210438,76,2,1540,20.601,179,Right,High,72,69,69,83
246549,62,1,1053,11.359,75 in,Right,Medium,51,41,32,52
263777,55,1,1021,10,75 in,Right,Medium,62,56,60,56
220209,71,1,1122,12.99,178,Left,Medium,84,48,36,63
235135,70,1,1150,18.426,72 in,Right,Medium,91,67,68,69
161754,73,2,1071,16.252,187,Right,Low,44,61,57,64
236572,79,2,2803,15.165,69 in,Left,High,84,53,48,76
256329,59,1,1013,11.359,72 in,Right,Medium,59,32,29,45
262850,57,1,1024,10.217,71 in,Left,Medium,64,30,27,52
237797,67,1,1030,10.815,171,Right,High,75,59,58,68
257264,55,1,1022,10,74 in,Left,Medium,62,53,59,46
212449,73,1,1150,12.99,77 in,Right,Low,31,59,58,49
217153,67,1,1057,12.99,180,Right,High,77,66,61,63
232456,64,1,1028,10.272,183,Right,Medium,58,23,21,45
229749,75,1,1468,10.272,193,Left,High,51,57,52,64
263142,56,1,1022,10.136,187,Right,Medium,59,50,47,60
235647,68,1,1122,14.077,178,Right,Medium,68,38,35,59
201243,69,1,1100,21.688,75 in,Right,High,54,67,75,63
192342,77,2,1757,20.057,72 in,Right,Medium,54,78,74,77
239696,68,1,1194,15.165,172,Right,High,78,58,57,77
245351,65,1,1100,11.359,175,Left,Medium,72,56,59,68
262700,54,1,1015,10.217,184,Left,Medium,65,33,29,50
211489,71,1,1114,14.621,171,Right,Medium,72,67,68,75
230186,75,1,1086,19.514,70 in,Left,Medium,70,49,45,61
261571,61,1,1048,10,69 in,Right,Medium,71,50,45,59
241878,62,1,1053,10.815,169,Right,Medium,56,48,43,58
208621,76,1,1504,16.252,180,Left,High,86,70,71,71
190555,65,1,1035,11.359,178,Left,Medium,60,54,45,63
263656,54,1,1017,10,175,Left,Medium,67,29,29,50
230244,75,1,1396,25.494,168,Left,Medium,73,52,41,68
240528,65,1,1100,10.272,72 in,Left,Medium,63,55,55,66
212000,67,1,1086,12.99,71 in,Right,Medium,84,64,66,69
246679,68,1,1187,12.446,187,Right,High,72,47,28,69
217191,63,1,1033,11.903,182,Right,Medium,66,47,46,55
162900,69,1,1039,10.272,173,Right,Medium,50,50,41,66
255776,59,1,1040,10.027,172,Right,Medium,63,50,48,58
215425,62,1,1057,10.19,180,Right,Medium,66,60,60,65
236485,60,1,1024,10.815,191,Left,Medium,58,25,23,30
221434,69,1,1100,12.446,68 in,Right,Medium,67,65,62,71
262555,57,1,1009,11.359,176,Right,Medium,61,23,18,39
248053,70,1,1244,16.252,172,Left,Medium,75,57,51,64
225128,64,1,1044,11.903,174,Left,Medium,63,62,59,65
212248,68,1,1107,12.99,70 in,Right,Medium,81,65,68,70
231197,63,1,1040,12.446,72 in,Left,Medium,62,65,61,64
262414,67,1,1165,11.359,177,Left,Medium,71,55,53,71
216666,66,1,1028,10,184,Right,Low,51,21,15,28
167926,64,1,1013,11.903,70 in,Right,Low,58,50,45,61
227997,61,1,1035,10.815,185,Right,Medium,70,59,62,58
207753,68,1,1040,10.815,190,Right,Low,35,24,21,45
223994,72,1,1165,12.446,74 in,Right,High,64,74,78,65
264517,51,1,1012,10,178,Right,Medium,68,41,40,48
214026,74,1,1273,18.97,73 in,Left,High,91,65,62,72
261380,61,1,1051,10,175,Right,Medium,62,55,57,59
238569,68,1,1093,15.708,180,Right,Medium,83,63,63,67
169623,66,1,1028,10.082,74 in,Left,Medium,35,32,31,35
170797,73,3,1143,17.339,180,Left,Medium,32,67,60,69
177782,70,1,1035,14.077,72 in,Right,Medium,37,68,63,66
258782,72,1,1215,23.319,73 in,Right,Medium,72,28,22,58
226382,74,1,1252,10.272,173,Right,High,72,63,65,66
262042,63,1,1078,10.815,76 in,Left,Medium,63,30,26,47
217160,64,1,1040,11.903,177,Left,Medium,78,59,57,62
198946,79,2,1829,55.937,180,Right,Medium,70,56,48,71
198451,75,1,1252,22.775,70 in,Right,High,85,75,78,72
212944,68,1,1114,10,186,Right,Medium,67,72,75,65
244772,63,1,1051,10,172,Left,Medium,77,44,42,66
248852,61,1,1022,11.359,176,Left,Medium,68,58,57,65
237453,70,1,1158,12.446,180,Right,High,85,70,71,64
216447,75,1,1396,20.601,167,Left,Medium,92,64,65,71
258866,64,1,1107,10,184,Right,Medium,71,56,55,66
255409,70,1,1237,12.446,188,Right,High,75,70,72,69
238581,75,2,1901,20.601,179,Right,High,83,69,68,78
240673,64,1,1093,10.815,71 in,Right,High,78,63,66,66
258923,65,1,1129,18.426,68 in,Left,Medium,68,53,60,74
239750,61,1,1007,10,190,Right,Low,59,28,28,31
219391,77,1,1721,36.91,182,Right,Medium,66,67,66,69
